Block	CountA	CountB	SNVs	Haplotype
984	5	4	-	-
985	2	1	-	-
986	4	4	match	-
987	2	1	-	-
988	2	2	match	-
989	2	1	-	-
990	2	1	-	-
991	2	1	-	-
992	2	1	-	-
993	3	2	-	-
994	3	2	-	-
995	2	1	-	-
996	2	1	-	-
997	3	2	-	-
998	7	5	-	-
999	2	2	match	-
1000	6	5	-	-
1001	2	1	-	-
1002	2	1	-	-
1003	2	1	-	-
1004	2	0	-	-
1005	2	1	-	-
1006	4	2	-	-
1007	2	2	match	-
1008	3	0	-	-
1009	3	2	-	-
1010	2	1	-	-
1011	3	2	-	-
1012	3	2	-	-
1013	3	3	match	-
1014	2	1	-	-
1015	6	5	-	-
1016	3	1	-	-
1017	2	2	match	match
1018	2	1	-	-
1019	4	2	-	-
1020	4	3	-	-
1021	3	2	-	-
1022	3	2	-	-
1023	2	1	-	-
1024	3	2	-	-
1025	4	2	-	-
1026	2	1	-	-
1027	2	1	-	-
1028	2	1	-	-
1029	4	3	-	-
1030	2	1	-	-
1031	3	2	-	-
1032	4	2	-	-
1033	4	3	-	-
1034	4	2	-	-
1035	2	1	-	-
1036	3	2	-	-
1037	4	3	-	-
1038	3	2	-	-
1039	3	2	-	-
1040	2	1	-	-
1041	3	3	match	-
1042	3	1	-	-
1043	2	1	-	-
1044	2	2	match	-
1045	3	3	match	match
1046	2	1	-	-
1047	2	1	-	-
1048	2	1	-	-
1049	2	1	-	-
1050	2	1	-	-
1051	3	2	-	-
1052	3	2	-	-
1053	2	1	-	-
1054	2	1	-	-
1055	8	7	-	-
1056	2	1	-	-
1057	3	3	match	-
1058	2	1	-	-
1059	2	1	-	-
1060	2	1	-	-
1061	3	2	-	-
1062	3	1	-	-
1063	3	3	match	-
1064	4	3	-	-
1065	3	2	-	-
1066	2	0	-	-
1067	2	1	-	-
1068	3	3	match	-
1069	2	1	-	-
1070	4	3	-	-
1071	4	3	-	-
1072	5	3	-	-
1073	2	0	-	-
1074	2	1	-	-
1075	8	4	-	-
1076	3	2	-	-
1077	2	1	-	-
1078	2	1	-	-
1079	4	3	-	-
1080	9	8	-	-
1081	2	1	-	-
1082	3	3	match	match
1083	2	1	-	-
1084	5	4	-	-
1085	3	2	-	-
1086	4	3	-	-
1087	8	6	-	-
1088	3	1	-	-
1089	3	2	-	-
1090	2	1	-	-
1091	2	1	-	-
1092	3	2	-	-
1093	8	7	-	-
1094	2	1	-	-
1095	2	1	-	-
1096	2	1	-	-
1097	2	2	match	-
1098	2	1	-	-
1099	3	2	-	-
1100	3	3	match	-
1101	2	1	-	-
1102	4	3	-	-
1103	8	8	match	-
1104	4	3	-	-
1105	4	4	match	-
1106	9	8	-	-
1107	3	2	-	-
1108	2	1	-	-
1109	3	2	-	-
1110	2	1	-	-
1111	2	0	-	-
1112	2	1	-	-
1113	3	2	-	-
1114	5	4	-	-
1115	2	1	-	-
1116	5	3	-	-
1117	3	2	-	-
1118	2	2	match	match
1119	7	6	-	-
1120	8	7	-	-
1121	2	1	-	-
1122	2	1	-	-
1123	4	3	-	-
1124	4	4	match	-
1125	3	2	-	-
1126	2	1	-	-
1127	2	1	-	-
1128	2	1	-	-
1129	8	7	-	-
1130	2	1	-	-
1131	3	2	-	-
1132	5	4	-	-
1133	2	1	-	-
1134	9	7	-	-
1135	5	4	-	-
1136	4	3	-	-
1137	2	1	-	-
1138	3	2	-	-
1139	3	2	-	-
1140	9	8	-	-
1141	2	1	-	-
1142	2	1	-	-
1143	3	2	-	-
1144	3	2	-	-
1145	2	1	-	-
1146	2	1	-	-
1147	5	4	-	-
1148	2	1	-	-
1149	2	1	-	-
1150	2	0	-	-
1151	2	1	-	-
1152	3	2	-	-
1153	3	2	-	-
1154	7	6	-	-
1155	13	13	match	match
1156	2	2	match	match
1157	5	2	-	-
1158	4	3	-	-
1159	2	1	-	-
1160	2	1	-	-
